match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_fouls,stat_expectedGoalsOnTarget,stat_challengeLost,stat_accurateCross,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,stat_unsuccessfulTouch,captain,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_penaltyMiss,stat_blockedScoringAttempt,stat_penaltyWon,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_outfielderBlock
12513706,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,25.0,23.0,3.0,2.0,0.0,20.0,22.0,3.0,3.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,90.0,34.0,6.9,2.0,0.00091087,0,-0.7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Alex Pinto,,,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,False,36.0,24.0,5.0,2.0,0.0,13.0,16.0,11.0,24.0,1.0,2.0,,3.0,,,,,90.0,59.0,6.4,20.0,0.00566583,1,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5163,,,,,,,,,,,,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Chico Lamba,,,lamba-chico,C. Lamba,D,15,187,378,M,1153110,EUR,1047254400,D,73,73,False,66.0,55.0,14.0,6.0,0.0,37.0,39.0,18.0,28.0,4.0,5.0,6.0,6.0,1.0,,,,90.0,77.0,6.5,12.0,0.010075,2,,1.0,,3.0,,1.0,,,,,0.037,1.0,1.0,3.0,0.0488,,,,,,,,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,67.0,56.0,9.0,4.0,0.0,46.0,49.0,10.0,18.0,4.0,5.0,3.0,3.0,1.0,,,,90.0,77.0,6.3,11.0,0.00291995,0,,,2.0,6.0,,,1.0,1.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Amadou Dante,,,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,27,27,False,46.0,39.0,6.0,4.0,0.0,25.0,30.0,17.0,22.0,1.0,8.0,3.0,6.0,1.0,,,,90.0,77.0,7.1,15.0,0.113345,0,,6.0,,3.0,,,1.0,4.0,3.0,,,,,1.0,,1.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,38.0,33.0,5.0,4.0,0.0,17.0,17.0,16.0,21.0,,5.0,2.0,3.0,1.0,,,,80.0,53.0,7.1,7.0,0.0252398,0,,,2.0,5.0,,,5.0,2.0,2.0,,,,,2.0,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,17.0,11.0,2.0,1.0,0.0,4.0,5.0,7.0,12.0,,2.0,1.0,3.0,,,,,65.0,24.0,6.7,9.0,0.00524568,0,,,,2.0,,,1.0,1.0,1.0,,,,,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
12513706,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,27.0,19.0,7.0,4.0,0.0,5.0,5.0,14.0,26.0,1.0,8.0,,6.0,3.0,,,,85.0,51.0,7.0,17.0,0.135341,3,,4.0,,7.0,1.0,1.0,,2.0,,,0.9166,2.0,,1.0,1.1324,1.0,,4.0,2.0,,1.0,,True,3.0,1.0,1.0,1.0,,,,,,,,,,
12513706,home,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,17.0,12.0,2.0,2.0,0.0,5.0,6.0,8.0,12.0,,5.0,1.0,2.0,2.0,,,,90.0,33.0,7.5,7.0,0.329863,2,,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,,0.5149,1.0,,1.0,0.2641,,1.0,,,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,
12513706,home,FC Arouca,Miguel Puche,,,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,M,11,11,False,10.0,8.0,2.0,,0.0,2.0,3.0,6.0,9.0,1.0,7.0,,5.0,2.0,,,,65.0,27.0,7.5,9.0,0.00711213,2,,2.0,,4.0,,1.0,,,,,0.1026,1.0,,1.0,0.0743,1.0,,5.0,4.0,,,3.0,,1.0,,,,,1.0,,,,,,,,
