match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,length,from,confirmed,injury
12499311,FT,2.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12499311,,,,,90,1.0,,1,,,card,Anas Haj Mohamed,Argument,False,121601414.0,True,yellow,1155432.0,Anas Haj Mohamed,,,,
12499311,,,,,90,,,1,,,card,Roberto Piccoli,Foul,False,121601409.0,False,yellow,958982.0,Roberto Piccoli,,,,
12499311,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,4.0,,,
12499311,,2.0,3.0,,87,,,4,,,goal,,,,187804246.0,False,regular,958982.0,Roberto Piccoli,,,,
12499311,,2.0,2.0,,87,,,4,,,goal,,,,187804234.0,True,penalty,156019.0,Hernani,,penalty,,
12499311,,,,,86,,,5,,,varDecision,,,,28412.0,True,penaltyNotAwarded,979043.0,Gabriel Charpentier,,,False,
12499311,,,,,78,,,13,,,substitution,,,,123120068.0,True,regular,,,,,,False
12499311,,1.0,2.0,,75,,,16,,,goal,,,,187804025.0,False,regular,279563.0,Răzvan Marin,,,,
12499311,,,,,73,,,18,,,substitution,,,,123120040.0,False,regular,,,,,,False
12499311,,,,,73,,,18,,,substitution,,,,123120041.0,False,regular,,,,,,False
12499311,,,,,70,,,21,,,substitution,,,,123120037.0,True,regular,,,,,,False
12499311,,,,,64,,,27,,,substitution,,,,123120019.0,False,regular,,,,,,False
12499311,,,,,64,,,27,,,substitution,,,,123120020.0,False,regular,,,,,,False
12499311,,1.0,1.0,,62,,,29,,,goal,,,,187803431.0,True,regular,812145.0,Dennis Man,,,,
12499311,,,,,61,,,30,,,substitution,,,,123119993.0,True,regular,,,,,,False
12499311,,,,,53,,,38,,,card,Adam Obert,Foul,False,121601326.0,False,yellow,964153.0,Adam Obert,,,,
12499311,,,,,48,,,43,,,card,Woyo Coulibaly,Foul,False,121601318.0,True,yellow,989894.0,Woyo Coulibaly,,,,
12499311,,,,,46,,,45,,,substitution,,,,123119899.0,True,regular,,,,,,False
12499311,,,,,46,,,45,,,substitution,,,,123119898.0,True,regular,,,,,,False
12499311,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12499311,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,1.0,,,
12499311,,0.0,1.0,,34,,,12,,,goal,,,,187800979.0,False,regular,928104.0,Nadir Zortea,,,,
12499311,,,,,25,,,21,,,card,Adrián Bernabé,Foul,False,121601186.0,True,yellow,934384.0,Adrián Bernabé,,,,
12499311,,,,,8,,,38,,,varDecision,,,,28408.0,False,goalAwarded,360396.0,Yerry Mina,,,False,
