match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_fouls,stat_wonTackle,stat_totalContest,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,player_sofascoreId,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded
12499311,home,Parma,Woyo Coulibaly,,,woyo-coulibaly,W. Coulibaly,D,25,188,2728,M,989894,EUR,927158400,D,26,26,True,25.0,23.0,1.0,,1.0,15.0,15.0,11.0,6.0,,,,,,,,45.0,33.0,6.7,6.0,0.146966,0,,,8.0,1.0,,1.0,4.0,3.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,,1.0,,,,,,
12499311,home,Parma,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,F,11,11,True,24.0,21.0,1.0,1.0,0.0,7.0,8.0,16.0,2.0,,,,,,,,45.0,29.0,6.8,4.0,0.0498834,2,,,14.0,,2.0,,3.0,1.0,1.0,,,,1.0,0.08,,,,1.0,,,,,,1.0,,,0.1555,,,,,,,,
12499311,home,Parma,Simon Sohm,,,simon-sohm,S. Sohm,M,23,188,941,M,909991,EUR,986947200,M,19,19,True,13.0,11.0,1.0,,0.0,1.0,1.0,13.0,,,,,,,,,29.0,18.0,6.1,5.0,0.0592953,1,,,10.0,1.0,,,2.0,,1.0,,,,,0.2911,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,
12499311,home,Parma,Gabriel Charpentier,,,gabriel-charpentier,G. Charpentier,F,99,188,193,M,979043,EUR,926899200,F,9,9,True,3.0,3.0,,,0.0,1.0,1.0,2.0,,,3.0,,,,,,20.0,9.0,6.9,3.0,0.00946759,0,,,2.0,,2.0,,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,
12499311,home,Parma,Anas Haj Mohamed,,,anas-haj-mohamed,A. H. Mohamed,F,21,174,1496,M,1155432,EUR,1111795200,F,61,61,True,4.0,2.0,,,0.0,1.0,1.0,3.0,1.0,,1.0,,,,,,12.0,5.0,6.5,3.0,0.00054348,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Edoardo Corvi,,,edoardo-corvi,E. Corvi,G,40,183,241,M,990411,EUR,985305600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Leandro Chichizola,,,leandro-chichizola,L. Chichizola,G,1,186,173,M,80532,EUR,638496000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188,629,M,958517,EUR,916272000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Gianluca Di Chiara,,,gianluca-di-chiara,G. D. Chiara,D,17,185,68,M,139094,EUR,756864000,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Giovanni Leoni,,,giovanni-leoni,G. Leoni,D,15,196,14345,M,1473137,EUR,1166659200,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180,1230,M,1110136,EUR,1020988800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,home,Parma,Drissa Camara,,,drissa-camara,D. Camara,M,3,179,550,M,958167,EUR,1013990400,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Simone Scuffet,,,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,29.0,17.0,18.0,6.0,0.0,16.0,18.0,11.0,6.0,,,,1.0,2.0,1.0,1.0,90.0,40.0,6.9,12.0,0.00027257,0,0.4462,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12499311,away,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,25.0,20.0,2.0,1.0,0.0,11.0,11.0,15.0,4.0,,2.0,,,,,,90.0,46.0,6.6,12.0,0.00444803,0,,,9.0,1.0,,,,2.0,,3.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,36.0,29.0,5.0,3.0,0.0,25.0,29.0,7.0,3.0,,,,,,,,73.0,40.0,6.5,7.0,0.00102254,0,,,4.0,,,2.0,3.0,3.0,,,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,yerrymina,,,1.0,,,,
12499311,away,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,49.0,37.0,10.0,1.0,0.0,23.0,26.0,23.0,,,1.0,,,,,,90.0,59.0,6.3,14.0,0.0038591,1,,,14.0,,2.0,1.0,3.0,1.0,1.0,3.0,3.0,,,0.2112,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,
12499311,away,Cagliari,Nadir Zortea,,,zortea-nadir,N. Zortea,M,20,187,1108,M,928104,EUR,929750400,M,19,19,False,20.0,13.0,2.0,,0.0,7.0,8.0,15.0,4.0,,1.0,,,,,,90.0,39.0,7.6,10.0,0.0327011,2,,,8.0,3.0,2.0,,5.0,8.0,1.0,2.0,1.0,4.0,1.0,0.5156,1.0,1.0,1.0,4.0,,2.0,1.0,,,1.0,1.0,,0.9702,,3.0,,,,,,
12499311,away,Cagliari,Antoine Makoumbou,,,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,43.0,38.0,4.0,1.0,0.0,25.0,27.0,16.0,5.0,,2.0,,,,,,90.0,58.0,6.6,8.0,0.00768673,1,,,13.0,,1.0,,5.0,2.0,,1.0,2.0,1.0,1.0,0.0226,,3.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,
12499311,away,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,39.0,36.0,,,1.0,15.0,16.0,23.0,8.0,,,,,,,,90.0,46.0,7.0,6.0,0.275215,0,,,21.0,,1.0,,6.0,2.0,,,1.0,2.0,,,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,
12499311,away,Cagliari,Adam Obert,,,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,M,33,33,False,27.0,22.0,2.0,1.0,0.0,10.0,10.0,18.0,4.0,,1.0,,,,,,64.0,44.0,6.7,7.0,0.0114143,0,,,12.0,1.0,1.0,2.0,3.0,2.0,,3.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Nicolas Viola,,,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,F,10,10,False,25.0,15.0,,,0.0,3.0,7.0,24.0,5.0,,2.0,,,,,,64.0,48.0,7.2,20.0,0.0723116,1,,True,13.0,6.0,,1.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,0.0224,1.0,1.0,2.0,5.0,,1.0,,,1.0,,,,,,2.0,,1.0,,,,
12499311,away,Cagliari,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,False,11.0,7.0,,,0.0,4.0,5.0,6.0,4.0,,3.0,,,,,,90.0,24.0,6.3,8.0,0.00277034,4,,,3.0,,2.0,,4.0,2.0,2.0,,,,1.0,0.8254,,2.0,,2.0,,,,,,2.0,1.0,1.0,1.3124,,1.0,3.0,1.0,,,1.0,
12499311,away,Cagliari,Zito Luvumbo,,,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,1000150,EUR,1015632000,F,77,77,False,18.0,11.0,2.0,,1.0,5.0,7.0,14.0,2.0,,1.0,,,,,,73.0,28.0,7.1,11.0,0.302978,0,,,7.0,3.0,,,2.0,4.0,,,,1.0,2.0,,1.0,1.0,,2.0,,1.0,,,1.0,,,,,LuvumboZito,1.0,,,,,,
12499311,away,Cagliari,Gianluca Gaetano,,,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,70,70,True,8.0,5.0,,,1.0,1.0,2.0,6.0,,,2.0,,,,,,26.0,13.0,7.4,5.0,0.271728,2,,,4.0,,3.0,,3.0,1.0,2.0,,,,,0.7027,2.0,,,1.0,,,,,2.0,,,,,,1.0,1.0,1.0,,,,
12499311,away,Cagliari,Tommaso Augello,,,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,3,3,True,9.0,6.0,4.0,3.0,0.0,4.0,6.0,3.0,2.0,,,,,,,,26.0,14.0,6.6,4.0,0.00044781,0,,,2.0,,,2.0,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,José Luis Palomino,José,Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,79680,EUR,631497600,D,24,24,True,8.0,6.0,2.0,2.0,0.0,6.0,8.0,,,,1.0,,,,,,17.0,10.0,5.4,3.0,3.177e-05,0,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
12499311,away,Cagliari,Răzvan Marin,,,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,True,4.0,4.0,,,0.0,2.0,2.0,2.0,1.0,,,,,,,,17.0,5.0,7.1,,0.00036227,1,,,2.0,,,,,,,,,,,0.0799,,1.0,,,,,,,,1.0,1.0,,0.6752,,,,,,,,
12499311,away,Cagliari,Alen Sherri,,,alen-sherri,A. Sherri,G,12,196,357,M,363380,EUR,882144000,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Giuseppe Ciocci,,,giuseppe-ciocci,G. Ciocci,G,24,190,97,M,992605,EUR,1011830400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Paulo Azzi,,,paulo-azzi,P. Azzi,M,7,188,184,M,383314,EUR,774230400,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Matteo Prati,,,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Mattia Felici,,,felici-mattia,M. Felici,M,17,180,329,M,975811,EUR,987465600,F,97,97,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Alessandro Deiola,,,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499311,away,Cagliari,Kingstone Mutandwa,,,mutandwa-kingstone,K. Mutandwa,F,7,180,472,M,1471569,EUR,1041724800,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
