match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_aerialLost,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13128822,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,False,37.0,33.0,9.0,6.0,0.0,30.0,32.0,3.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,90.0,49.0,7.1,5.0,0.00146225,0,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183,6663,M,1064026,EUR,1063324800,D,23,23,False,49.0,41.0,17.0,14.0,0.0,23.0,26.0,18.0,24.0,1.0,3.0,6.0,,,,90.0,68.0,6.8,11.0,0.0260737,0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191,1585,M,893642,EUR,949968000,D,4,4,False,63.0,55.0,6.0,4.0,0.0,52.0,57.0,3.0,6.0,4.0,8.0,5.0,,,,90.0,71.0,7.1,8.0,0.00111108,0,,,1.0,,2.0,1.0,3.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,6,6,False,60.0,45.0,12.0,4.0,0.0,34.0,40.0,11.0,20.0,3.0,3.0,3.0,,,,90.0,67.0,6.6,16.0,0.0106869,0,,,3.0,,5.0,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,23.0,17.0,4.0,1.0,0.0,7.0,8.0,12.0,22.0,1.0,4.0,1.0,,,,82.0,45.0,7.0,12.0,0.15876,1,,7.0,3.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0165,2.0,,,,,,,,,,,
13128822,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180,175,M,1099344,EUR,1031184000,M,31,31,False,14.0,11.0,2.0,,1.0,3.0,3.0,9.0,12.0,2.0,4.0,,,,,61.0,24.0,7.5,4.0,0.467901,1,,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,1.0,,,1.0,,,0.0354,2.0,1.0,0.1728,,,,,,,,,
13128822,home,Espanyol,Justin Smith,justin-smith,J. Smith,M,24,188,103,M,1110904,EUR,1044316800,M,40,40,False,27.0,21.0,1.0,,0.0,12.0,13.0,9.0,14.0,3.0,8.0,2.0,,,,71.0,43.0,7.1,7.0,0.00519992,0,,,2.0,,1.0,1.0,5.0,2.0,,1.0,1.0,,,1.0,Justin Smith,,,,,,,,,1.0,,,,,,,,,,,
13128822,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185,664,M,825740,EUR,895536000,M,20,20,False,51.0,39.0,3.0,2.0,0.0,24.0,27.0,15.0,27.0,1.0,4.0,4.0,,,,90.0,65.0,7.4,20.0,0.1244,0,,3.0,3.0,,,1.0,2.0,2.0,,1.0,1.0,1.0,,3.0,,,,2.0,1.0,1.0,,,,2.0,,,,,,,,,,,
13128822,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175,337,M,1019236,EUR,992736000,M,17,17,False,20.0,12.0,3.0,,0.0,3.0,5.0,10.0,19.0,,4.0,4.0,,,,90.0,40.0,6.5,17.0,0.085765,3,,4.0,3.0,,,,2.0,,2.0,,,,2.0,3.0,,,1.0,1.0,,,,,0.1385,,,,3.0,,,,,,,,
13128822,home,Espanyol,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187,3794,M,917485,EUR,885427200,F,16,16,False,4.0,2.0,,,0.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,,,,61.0,14.0,6.8,3.0,0.0252173,1,,,3.0,,1.0,,1.0,,2.0,1.0,,,2.0,1.0,,,,,,1.0,,4.0,0.1245,1.0,,,1.0,walo_98,,,,,,,
13128822,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,F,7,7,False,21.0,12.0,4.0,1.0,0.0,5.0,7.0,7.0,16.0,,3.0,3.0,,,,90.0,37.0,6.9,17.0,0.0369945,4,,2.0,1.0,,1.0,,,,1.0,,,,,3.0,,,,3.0,2.0,,2.0,,1.7444,,2.0,1.1343,,,True,3.0,1.0,1.0,,,
13128822,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174,1103,M,1396048,EUR,1004313600,D,22,22,True,19.0,14.0,3.0,2.0,0.0,5.0,5.0,9.0,14.0,,1.0,1.0,,,,29.0,29.0,6.8,9.0,0.0208116,0,,,2.0,,2.0,,1.0,1.0,,1.0,,1.0,,2.0,Carlos Romero,,,1.0,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Irvin Cardona,irvin-cardona,I. Cardona,F,7,185,565,M,605552,EUR,870998400,F,24,24,True,10.0,8.0,1.0,,0.0,3.0,3.0,6.0,8.0,1.0,1.0,,,,,29.0,18.0,6.4,5.0,0.117531,0,,1.0,7.0,1.0,1.0,,,,,2.0,1.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Rafael Bauzà,rafael-bauza,R. Bauza,M,18,183,77,M,1841365,EUR,1107043200,M,35,35,True,5.0,4.0,1.0,,0.0,4.0,5.0,,,,,,,,,19.0,6.0,6.4,1.0,9.025e-05,0,,,1.0,,,,,,,1.0,,,,,Rafael Bauza,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Álvaro Aguado,alvaro-aguado,Á. Aguado,M,,174,148,M,916136,EUR,830908800,M,18,18,True,2.0,1.0,1.0,,0.0,,1.0,1.0,3.0,,,,,,,8.0,7.0,6.3,4.0,0.00289791,0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Angel Fortuno,fortuno-angel,A. Fortuno,G,1,183,108,M,1082734,EUR,978307200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Álvaro Tejero,alvaro-tejero,Á. Tejero,D,15,173,307,M,826679,EUR,837820800,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1157,M,954317,EUR,1055462400,M,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,1017,M,877262,EUR,838857600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Pere Milla,pere-milla,P. Milla,M,11,179,867,M,175185,EUR,717206400,M,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13128822,home,Espanyol,Alejo Véliz,alejo-veliz,A. Véliz,F,9,187,3243,M,1116987,EUR,1063929600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Alejo Veliz,,,,,,,,,,,,,aleeveliz,,,,,,,
13128822,away,Valencia,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,13,13,False,30.0,8.0,25.0,3.0,0.0,5.0,9.0,3.0,21.0,,,10.0,1.0,1.0,2.0,90.0,43.0,6.5,22.0,0.00059444,0,0.3071,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
13128822,away,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,151138,EUR,732844800,D,20,20,False,43.0,34.0,5.0,1.0,0.0,15.0,15.0,19.0,31.0,1.0,4.0,5.0,,,,90.0,73.0,6.7,16.0,0.0124354,0,,3.0,3.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13128822,away,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193,816,M,996928,EUR,1014681600,D,15,15,False,33.0,29.0,3.0,,0.0,21.0,23.0,8.0,10.0,1.0,1.0,1.0,,,,57.0,38.0,6.4,5.0,0.00269056,0,,,4.0,1.0,2.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
