match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
11450204,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186,1037,M,238394,EUR,771552000,F,22,22,False,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,1.0,4.0,1.0,2.0,,,,50.0,16.0,5.5,6.0,0.00808306,2,,,,5.0,8.0,,,1.0,1.0,2.0,2.0,,0.305,1.0,,,,,1.0,,3.0,,,,,,True,1.0,,,,
11450204,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175,405,M,850770,EUR,865036800,M,7,7,True,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,,7.0,5.0,3.0,,,,45.0,17.0,7.2,4.0,0.00846291,1,,,,,3.0,,,1.0,1.0,,,,0.0359,5.0,3.0,1.0,0.1828,,1.0,,2.0,1.0,,,,,,,,,,
11450204,home,MKE Ankaragücü,Federico Macheda,federico-macheda,F. Macheda,F,41,184,327,M,50130,EUR,682819200,F,32,32,True,2.0,1.0,1.0,,0.0,,,1.0,2.0,,,1.0,,,,,14.0,4.0,6.3,1.0,0.00033574,0,,Federico,Macheda,4.0,5.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,10,173,946,M,787429,EUR,659664000,F,11,11,True,2.0,2.0,,,0.0,2.0,2.0,,,,,2.0,,,,,9.0,3.0,6.7,,7.18e-06,1,,,,,,,,,,,,,0.1129,,,1.0,0.2289,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Andrej Đokanović,andrej-dokanovic,A. Đokanović,M,88,177,78,M,985366,EUR,983404800,M,16,16,True,,,,,0.0,,,,,,1.0,,1.0,,,,9.0,2.0,6.4,,,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,D,70,70,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,56,M,320905,EUR,738979200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Mert Çetin,mert-cetin,M. Çetin,D,4,189,161,M,858148,EUR,852076800,D,45,45,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Cem Türkmen,cem-turkmen,C. Türkmen,M,18,173,69,M,997127,EUR,1017360000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,home,MKE Ankaragücü,Riad Bajić,riad-bajic,R. Bajić,F,11,189,335,M,331751,EUR,768182400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,225012,EUR,788918400,G,23,23,False,20.0,18.0,2.0,,0.0,18.0,19.0,,1.0,1.0,1.0,5.0,1.0,,1.0,6.0,90.0,31.0,7.6,2.0,5.206e-05,0,0.4483,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,1.0,1.0,,
11450204,away,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,57.0,49.0,4.0,3.0,0.0,22.0,24.0,27.0,36.0,1.0,5.0,4.0,1.0,,,,90.0,81.0,6.7,14.0,0.0281985,1,,Taha Sahin,,,3.0,,1.0,2.0,2.0,,,,0.0262,4.0,2.0,,,3.0,1.0,,1.0,,,1.0,,,,,,,,
11450204,away,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186,2627,M,1121174,EUR,923184000,D,2,2,False,84.0,74.0,6.0,4.0,0.0,48.0,54.0,26.0,30.0,5.0,5.0,4.0,,,,,90.0,88.0,6.9,10.0,0.0268262,0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,81.0,72.0,11.0,7.0,0.0,54.0,57.0,18.0,25.0,6.0,8.0,6.0,1.0,,,,90.0,98.0,7.1,11.0,0.0369667,1,,,,4.0,8.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0292,1.0,,,,1.0,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,281233,EUR,785289600,D,5,5,False,36.0,30.0,6.0,3.0,0.0,14.0,16.0,16.0,29.0,,1.0,2.0,1.0,,,,90.0,59.0,6.3,18.0,0.0189236,1,,,,1.0,7.0,,,,,5.0,1.0,,0.0139,,,,,9.0,1.0,1.0,2.0,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Mithat Pala,mithat-pala,M. Pala,D,54,172,57,M,1016393,EUR,966297600,M,54,54,False,48.0,43.0,4.0,2.0,0.0,16.0,17.0,27.0,32.0,,1.0,4.0,,,,,81.0,55.0,6.7,9.0,0.0290826,0,,,,,3.0,,,1.0,,2.0,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,
11450204,away,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,36465,EUR,699148800,M,6,6,False,92.0,79.0,21.0,15.0,0.0,23.0,25.0,59.0,72.0,2.0,3.0,7.0,,,,,90.0,101.0,7.7,16.0,0.154833,1,,Jonjo,Shelvey,,2.0,,,1.0,1.0,,,,0.0634,,,,,5.0,1.0,1.0,,4.0,3.0,1.0,,,,,,,1.0,
11450204,away,Çaykur Rizespor,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,7,181,393,M,904505,EUR,736128000,M,11,11,False,17.0,13.0,3.0,,0.0,2.0,5.0,11.0,12.0,,4.0,3.0,1.0,,,,70.0,34.0,6.2,13.0,0.00581732,0,,,,4.0,13.0,,,2.0,2.0,1.0,,,,3.0,1.0,,,,2.0,4.0,2.0,1.0,,,,,,,,,,
11450204,away,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,979109,EUR,990576000,M,8,8,False,19.0,16.0,1.0,,0.0,7.0,7.0,9.0,12.0,,4.0,1.0,2.0,,,,70.0,35.0,6.5,10.0,0.0540575,2,,,,2.0,7.0,,,,,,1.0,1.0,0.1093,5.0,2.0,,,,,2.0,2.0,,,1.0,,,,,,,,
11450204,away,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,77,185,141,M,991742,EUR,963878400,M,77,77,False,10.0,7.0,,,0.0,4.0,4.0,3.0,7.0,,1.0,1.0,1.0,,,,59.0,14.0,6.3,5.0,0.00712987,0,,,,1.0,3.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Martin Minchev,minchev-martin,M. Minchev,F,17,184,403,M,878699,EUR,987897600,F,89,89,False,23.0,18.0,1.0,1.0,0.0,5.0,6.0,13.0,18.0,,4.0,3.0,1.0,,,,90.0,33.0,6.6,9.0,0.0121167,0,,,,3.0,8.0,,,,,3.0,,1.0,,5.0,3.0,,,1.0,,,1.0,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Adolfo Gaich,adolfo-gaich,A. Gaich,F,19,189,842,M,940692,EUR,919987200,F,9,9,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,3.0,1.0,1.0,,,,31.0,8.0,7.6,1.0,0.013859,3,,,,3.0,3.0,,,,,2.0,1.0,,1.0881,1.0,1.0,2.0,0.9713,,,,,1.0,,,1.0,,,,,,,
11450204,away,Çaykur Rizespor,Óscar Pinchi,oscar-pinchi,Ó. Pinchi,M,,173,35,M,826654,EUR,834883200,F,21,21,True,17.0,15.0,2.0,1.0,0.0,6.0,8.0,9.0,10.0,,1.0,3.0,,,,,20.0,21.0,6.7,4.0,0.089441,0,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,
11450204,away,Çaykur Rizespor,Benhur Keser,benhur-keser,B. Keser,M,77,185,37,M,899402,EUR,846547200,M,7,7,True,7.0,6.0,,,0.0,1.0,1.0,5.0,7.0,1.0,1.0,,,,,,20.0,10.0,6.7,2.0,0.00450835,2,,,,,2.0,,,,,2.0,,,0.0632,,,1.0,0.367,1.0,,,,,,1.0,,,,,,,,1.0
11450204,away,Çaykur Rizespor,Halil Ibrahim Pehlivan,halil-ibrahim-pehlivan,H. I. Pehlivan,D,3,175,17,M,777291,EUR,745891200,D,3,3,True,5.0,4.0,,,0.0,1.0,1.0,4.0,6.0,,1.0,2.0,,,,,9.0,10.0,6.9,2.0,0.0246882,1,,,,,,,,1.0,1.0,,,,0.0154,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,
11450204,away,Çaykur Rizespor,Tarık Çetin,tarik-cetin,T. Çetin,G,13,193,862,M,913985,EUR,852681600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Eray Korkmaz,korkmaz-eray,E. Korkmaz,D,17,182,35,M,1145620,EUR,1055030400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Seyfettin Anıl Yaşar,seyfettin-anil-yasar,S. A. Yaşar,D,16,192,26,M,999646,EUR,1025481600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Sinan Osmanoğlu,sinan-osmanoglu,S. Osmanoğlu,D,5,197,25,M,69369,EUR,631843200,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Janne-Pekka Laine,laine-janne-pekka,J. Laine,M,,184,34,M,961935,EUR,980380800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450204,away,Çaykur Rizespor,Mame Mor Faye,faye-mame-mor,M. M. Faye,M,11,170,202,M,1471165,EUR,1121126400,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
