match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_dispossessed,stat_challengeLost,player_sofascoreId,captain,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot,stat_ownGoals,stat_goalAssist,stat_goals
11392829,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,16.0,14.0,4.0,2.0,10.0,10.0,4.0,6.0,6.0,1.0,2.0,3.0,90.0,22.0,6.8,2.0,0.0007982,0,-0.7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,68.0,56.0,6.0,2.0,23.0,27.0,35.0,48.0,12.0,,,,90.0,104.0,7.6,18.0,0.420086,2,,7.0,2.0,3.0,2.0,4.0,7.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.1325,2.0,,,,,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,71.0,58.0,8.0,4.0,29.0,33.0,29.0,40.0,5.0,,,,90.0,84.0,7.3,15.0,0.026327,1,,2.0,,2.0,5.0,4.0,7.0,,1.0,,2.0,1.0,1.0,1.0,0.0294,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Jake O'Brien,,,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,65.0,57.0,10.0,4.0,33.0,36.0,24.0,29.0,5.0,,,,90.0,72.0,7.1,8.0,0.0257253,0,,,,1.0,4.0,2.0,6.0,1.0,,,,1.0,1.0,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Henrique,Henrique,,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,21,21,False,49.0,41.0,2.0,,12.0,14.0,29.0,39.0,3.0,,,,83.0,66.0,6.8,14.0,0.0347274,2,,4.0,,,,3.0,3.0,,,1.0,1.0,1.0,1.0,2.0,0.0736,,,,3.0,,1.0,1.0,0.1098,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,M,98,98,False,18.0,12.0,1.0,,1.0,4.0,11.0,16.0,3.0,,,,45.0,36.0,6.7,13.0,0.00939743,1,,2.0,,1.0,1.0,4.0,7.0,5.0,1.0,,,3.0,1.0,,0.0563,,2.0,,,3.0,,1.0,,1.0,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Paul Akouokou,,,paul-akouokou,P. Akouokou,M,24,190,438,M,839309,EUR,882576000,M,4,4,False,34.0,29.0,2.0,2.0,9.0,12.0,20.0,22.0,7.0,,,,45.0,41.0,7.0,5.0,0.0208091,1,,,,2.0,,2.0,4.0,1.0,1.0,,2.0,2.0,1.0,1.0,0.0131,,,,,1.0,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,86.0,75.0,3.0,2.0,22.0,25.0,54.0,66.0,13.0,,,,90.0,105.0,7.5,20.0,0.2998,1,,5.0,1.0,,,7.0,3.0,2.0,,1.0,2.0,2.0,2.0,1.0,0.032,3.0,1.0,1.0,2.0,,,2.0,,,3.0,,,,,,,,,,
11392829,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,F,18,18,False,24.0,18.0,3.0,2.0,4.0,4.0,17.0,23.0,2.0,,,,45.0,36.0,6.9,10.0,0.293542,0,,3.0,3.0,,,4.0,3.0,1.0,,,,1.0,,2.0,,2.0,,,,,,1.0,,2.0,1.0,rayan_cherki,,,,,,,,,
11392829,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,22.0,21.0,2.0,2.0,1.0,1.0,20.0,21.0,3.0,,,,90.0,46.0,7.7,9.0,0.416174,5,,,,2.0,4.0,10.0,7.0,1.0,4.0,,,1.0,1.0,2.0,0.4588,3.0,,,4.0,,1.0,5.0,0.3352,2.0,1.0,lacazettealex,True,1.0,1.0,,,,,,
11392829,home,Olympique Lyonnais,Jeffinho,,,jeffinho,Jeffinho,M,47,177,1441,M,1016948,EUR,946512000,F,47,47,False,34.0,23.0,1.0,1.0,5.0,5.0,18.0,29.0,4.0,,,,68.0,57.0,7.4,20.0,0.242761,4,,,,1.0,1.0,10.0,8.0,7.0,,3.0,,4.0,2.0,,0.2213,3.0,,,1.0,3.0,1.0,2.0,0.1682,3.0,1.0,,,,,1.0,,,,,
11392829,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,True,50.0,44.0,7.0,5.0,11.0,11.0,34.0,40.0,2.0,,,,45.0,58.0,7.9,7.0,0.251469,2,,1.0,1.0,,2.0,2.0,3.0,,,,,1.0,,,0.195,1.0,,,1.0,,2.0,,0.2085,1.0,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Mahamadou Diawara,Mahamadou Diawara,,mahamadou-diawara,M. Diawara,M,34,187,449,M,1402751,EUR,1108512000,M,34,34,True,23.0,22.0,,,1.0,2.0,21.0,22.0,2.0,,,,45.0,30.0,6.8,3.0,0.103945,2,,1.0,,2.0,,3.0,2.0,1.0,1.0,1.0,,,,1.0,0.2064,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,
11392829,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,True,25.0,20.0,1.0,1.0,5.0,6.0,15.0,21.0,7.0,,,,45.0,39.0,7.0,12.0,0.139438,2,,2.0,,,,5.0,4.0,6.0,1.0,,,1.0,,,0.0789,1.0,,,1.0,3.0,1.0,1.0,0.3334,1.0,,nana_nuamah10,,,,,,,,,
11392829,home,Olympique Lyonnais,Mama Baldé,,,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,7,7,True,5.0,2.0,,,1.0,1.0,1.0,4.0,2.0,,,,22.0,13.0,6.7,5.0,0.0011118,2,,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,0.2107,,,,,,,1.0,,1.0,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,True,5.0,4.0,,,3.0,3.0,1.0,2.0,3.0,,,,14.0,8.0,6.5,2.0,0.00039416,0,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Rémy Riou,,,remy-riou,R. Riou,G,1,189,112,M,13906,EUR,555206400,G,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392829,home,Olympique Lyonnais,Tino Kadewere,,,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392829,away,Clermont Foot,Mory Diaw,,,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,42.0,24.0,36.0,18.0,9.0,11.0,15.0,31.0,16.0,4.0,3.0,6.0,90.0,57.0,8.3,18.0,0.0104465,0,0.1551,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11392829,away,Clermont Foot,Andy Pelmard,,,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,20.0,17.0,5.0,3.0,13.0,13.0,4.0,7.0,4.0,,,,90.0,35.0,7.0,4.0,0.00068568,0,,,,,2.0,1.0,7.0,1.0,,,2.0,4.0,4.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,1.0,,,
11392829,away,Clermont Foot,Florent Ogier,,,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,False,19.0,13.0,7.0,2.0,7.0,9.0,6.0,10.0,1.0,,,,90.0,36.0,6.8,7.0,0.0019897,0,,,,3.0,1.0,5.0,5.0,,,,1.0,3.0,2.0,1.0,,,6.0,1.0,2.0,,,1.0,,,,,True,,,,,,1.0,,
11392829,away,Clermont Foot,Maximiliano Caufriez,,,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,33.0,27.0,2.0,1.0,20.0,24.0,7.0,9.0,4.0,,,,83.0,57.0,8.0,8.0,0.0058951,0,,,,1.0,,2.0,9.0,1.0,,,2.0,8.0,5.0,,,2.0,7.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,1.0,
11392829,away,Clermont Foot,Cheick Konaté,Cheick Konate,,cheick-konate,C. Konaté,D,22,173,567,M,1469500,EUR,1080864000,M,15,15,False,15.0,12.0,1.0,,4.0,6.0,8.0,11.0,1.0,,,,90.0,30.0,7.0,7.0,0.0638371,1,,2.0,,1.0,1.0,4.0,6.0,2.0,,1.0,,,,4.0,0.0115,2.0,2.0,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,
