match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyFaced,stat_outfielderBlock,stat_dispossessed,stat_penaltyConceded,stat_bigChanceMissed
11451143,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186.0,93,M,758606,EUR,763603200,G,1,1,False,29.0,20.0,16.0,7.0,14.0,15.0,6.0,14.0,2.0,3.0,2.0,10.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,90.0,42.0,6.9,9.0,0.0,0.0,0.0015732,0,-0.8435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451143,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173.0,57,M,124728,EUR,696902400,D,2,2,False,29.0,23.0,5.0,2.0,16.0,18.0,7.0,12.0,,3.0,3.0,7.0,1.0,,,,,,,90.0,45.0,6.0,10.0,0.0305,0.0,0.0210927,1,,,,True,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451143,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180.0,314,M,944222,EUR,928022400,D,3,3,False,29.0,25.0,7.0,4.0,21.0,23.0,4.0,6.0,,1.0,4.0,2.0,,,,,,,,90.0,38.0,6.4,6.0,0.0,0.0,0.00402267,0,,,,,,2.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,
11451143,home,Hatayspor,Burak Bekaroğlu,burak-bekaroglu,B. Bekaroğlu,D,86,185.0,23,M,802645,EUR,861148800,D,86,86,False,30.0,23.0,3.0,,22.0,24.0,1.0,6.0,,5.0,4.0,,3.0,,,,,,,90.0,46.0,6.3,8.0,0.0,0.0,0.00058876,0,,,,,,2.0,1.0,,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11451143,home,Hatayspor,Engin Aksoy,engin-aksoy,E. Aksoy,D,13,184.0,16,M,1166884,EUR,1068768000,D,57,57,False,18.0,15.0,1.0,1.0,11.0,11.0,4.0,7.0,,2.0,,1.0,1.0,,,,,,,45.0,23.0,6.3,5.0,0.0,0.0,0.00295508,0,,Engin Aksoy,,,,4.0,3.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
11451143,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175.0,118,M,795001,EUR,892252800,M,5,5,False,22.0,21.0,4.0,3.0,13.0,14.0,8.0,10.0,,1.0,1.0,4.0,,,,,,,,45.0,29.0,6.5,4.0,0.0,0.0,0.00814855,0,,,,,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11451143,home,Hatayspor,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,29,187.0,128,M,156569,EUR,789004800,M,29,29,False,27.0,20.0,8.0,4.0,9.0,12.0,11.0,15.0,,3.0,,6.0,1.0,,,,,,,90.0,35.0,6.6,8.0,0.0136,0.0,0.0160556,1,,,,,,6.0,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,
11451143,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171.0,399,M,1022881,EUR,1062115200,M,7,7,False,11.0,6.0,2.0,1.0,4.0,6.0,2.0,5.0,,1.0,,6.0,,,,,,,,62.0,20.0,6.1,10.0,0.0383,0.2188,0.0115269,1,,,,,,7.0,1.0,3.0,,,1.0,1.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,
11451143,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186.0,3768,M,910121,EUR,981417600,M,17,17,False,16.0,14.0,,,3.0,3.0,11.0,13.0,,5.0,,3.0,1.0,,,,,,,90.0,26.0,7.3,4.0,0.1144,0.2616,0.0102969,2,,,,,,6.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
11451143,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172.0,481,M,1032547,EUR,1046390400,M,77,77,False,21.0,16.0,2.0,1.0,4.0,6.0,13.0,16.0,,3.0,,3.0,1.0,,,,,,,89.0,36.0,6.8,12.0,0.0311,0.0729,0.201353,2,,Joelson Mendes,,,1.0,6.0,,5.0,2.0,1.0,,,3.0,,2.0,,4.0,1.0,,,1.0,1.0,1.0,,,,,,,
