match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
10408565,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183.0,223,M,848980,EUR,868406400,G,13,13,False,23.0,21.0,7.0,6.0,19.0,20.0,2.0,3.0,8.0,1.0,1.0,90.0,30.0,6.4,2.0,0.0,0.0,0.00037635,0,-0.789744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Hugo Mallo,hugo-mallo,H. Mallo,D,,174.0,280,M,83506,EUR,677548800,D,2,2,False,85.0,67.0,8.0,3.0,26.0,31.0,41.0,59.0,11.0,,,90.0,110.0,6.7,26.0,0.0,0.0,0.536553,0,,True,5.0,7.0,12.0,7.0,1.0,4.0,6.0,4.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184.0,857,M,796320,EUR,812332800,D,15,15,False,75.0,69.0,3.0,2.0,40.0,45.0,29.0,30.0,8.0,,,90.0,88.0,6.8,8.0,0.0,0.0,0.0175301,0,,,,5.0,6.0,8.0,,3.0,1.0,,1.0,2.0,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186.0,733,M,892521,EUR,854582400,D,4,4,False,95.0,82.0,5.0,4.0,34.0,41.0,49.0,56.0,6.0,,,90.0,119.0,7.6,16.0,0.0878,0.377768,0.111169,3,,,2.0,2.0,4.0,11.0,,7.0,1.0,1.0,,1.0,1.0,,7.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
10408565,home,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172.0,2472,M,825133,EUR,785203200,D,17,17,False,49.0,45.0,4.0,2.0,14.0,15.0,34.0,42.0,2.0,,,64.0,77.0,6.8,14.0,0.0,0.0,0.266202,0,,,8.0,,4.0,3.0,,2.0,,,,,,2.0,1.0,3.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Miguel Rodríguez,miguel-rodriguez,M. Rodríguez,M,22,179.0,653,M,1014118,EUR,1051574400,M,29,29,False,24.0,19.0,2.0,1.0,6.0,8.0,14.0,19.0,2.0,,,45.0,36.0,6.4,10.0,0.0,0.0,0.0773655,0,,,3.0,1.0,6.0,3.0,1.0,,1.0,,1.0,1.0,2.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184.0,5203,M,1010505,EUR,1022457600,M,24,24,False,19.0,15.0,1.0,,2.0,2.0,13.0,18.0,3.0,,,64.0,36.0,6.8,9.0,0.1051,0.0,0.0213124,2,,,1.0,1.0,3.0,7.0,1.0,,1.0,,2.0,4.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
10408565,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,835484,EUR,918000000,M,8,8,False,67.0,61.0,2.0,2.0,13.0,15.0,48.0,54.0,6.0,,,90.0,82.0,6.6,12.0,0.0,0.0,0.0673869,0,,,2.0,4.0,9.0,2.0,3.0,2.0,1.0,1.0,3.0,,1.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178.0,551,M,846492,EUR,895881600,M,23,23,False,32.0,30.0,,,12.0,13.0,18.0,21.0,6.0,,,76.0,40.0,6.2,8.0,0.0,0.0,0.0281632,0,,,2.0,2.0,6.0,2.0,2.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
10408565,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176.0,5000,M,19356,EUR,554774400,F,10,10,False,49.0,39.0,2.0,2.0,4.0,4.0,35.0,47.0,,,,90.0,62.0,6.7,17.0,0.0279,0.0,0.13212,1,,,2.0,3.0,7.0,3.0,3.0,,,,3.0,2.0,,2.0,,2.0,,,,1.0,,,,,1.0,i.aspas10,1.0,,,,,,,,
