match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,captain,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
13444709,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,35.0,21.0,21.0,7.0,0.0,17.0,19.0,4.0,16.0,1.0,6.0,3.0,4.0,1.0,90.0,46.0,6.9,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444709,home,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10330,M,jarellquansah,1003339,EUR,1043798400,D,78,78,False,36.0,27.0,6.0,1.0,0.0,14.0,17.0,13.0,19.0,4.0,,,,,90.0,61.0,6.5,11.0,0,2.0,1.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
13444709,home,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,34.0,29.0,4.0,2.0,0.0,18.0,20.0,11.0,14.0,5.0,1.0,,,,57.0,41.0,6.6,6.0,0,,3.0,1.0,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
13444709,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,65.0,54.0,9.0,4.0,0.0,37.0,39.0,17.0,26.0,9.0,2.0,,,,90.0,80.0,6.7,12.0,0,4.0,2.0,5.0,3.0,,1.0,,,,,,,,True,2.0,1.0,,,,,,,,,,,,
13444709,home,Liverpool,Andrew Robertson,,,andrew-robertson,A. Robertson,D,26,178,24708,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,48.0,37.0,5.0,1.0,0.0,19.0,22.0,19.0,30.0,1.0,6.0,,,,90.0,72.0,6.8,19.0,1,1.0,,3.0,3.0,,,2.0,,2.0,2.0,1.0,,2.0,,,1.0,4.0,1.0,1.0,,,,,,,,,
13444709,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,42.0,34.0,3.0,2.0,0.0,23.0,26.0,11.0,16.0,3.0,7.0,,,,74.0,54.0,6.8,10.0,0,1.0,,4.0,3.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,
13444709,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,34.0,28.0,2.0,,0.0,11.0,13.0,17.0,24.0,3.0,6.0,,,,67.0,45.0,6.4,11.0,0,1.0,,5.0,1.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,3.0,,,,,,,,,,,
13444709,home,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,564007,M,MoSalah,159665,EUR,708566400,M,11,11,False,17.0,13.0,,,0.0,2.0,3.0,12.0,16.0,,2.0,,,,90.0,23.0,6.6,6.0,0,1.0,,1.0,2.0,,,1.0,1.0,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,
13444709,home,Liverpool,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,39.0,33.0,3.0,1.0,0.0,15.0,17.0,18.0,26.0,,1.0,,,,90.0,51.0,6.6,12.0,0,1.0,1.0,5.0,3.0,,1.0,,,2.0,2.0,,3.0,,,,,4.0,,,1.0,,,,,,,,
13444709,home,Liverpool,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,143410,M,LuisDíaz,883537,EUR,853113600,M,7,7,False,23.0,19.0,2.0,1.0,0.0,4.0,5.0,15.0,18.0,,4.0,,,,74.0,34.0,6.8,7.0,0,2.0,,6.0,4.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,
