match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_fouls,player_sofascoreId,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_punches,stat_bigChanceMissed
11352606,home,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190.0,545,M,45959,EUR,719798400,G,24,24,False,51.0,35.0,25.0,9.0,27.0,28.0,8.0,23.0,1.0,1.0,1.0,6.0,1.0,2.0,90.0,58.0,6.6,17.0,0.00207288,0,-0.0348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Reece Burke,reece-burke,R. Burke,D,32,189.0,102,M,372342,EUR,841622400,D,16,16,False,61.0,55.0,3.0,1.0,30.0,32.0,25.0,30.0,2.0,,,6.0,,,90.0,71.0,8.1,7.0,0.214411,0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Teden Mengi,teden-mengi,T. Mengi,D,15,183.0,754,M,979233,EUR,1020124800,D,15,15,False,51.0,42.0,13.0,8.0,29.0,36.0,13.0,15.0,6.0,,,6.0,,,90.0,63.0,7.4,9.0,0.00612405,0,,,,1.0,5.0,3.0,,4.0,1.0,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180.0,16736,M,1006189,EUR,989625600,D,12,12,False,34.0,30.0,4.0,2.0,22.0,24.0,8.0,12.0,5.0,1.0,,6.0,,,90.0,47.0,7.1,7.0,0.00255291,0,,,2.0,1.0,1.0,6.0,,,1.0,1.0,,2.0,1.0,,,,2.0,2.0,issa_kabore_29,2.0,,,,,,,,,,,,,,,
11352606,home,Luton Town,Chiedozie Ogbene,ogbene-chiedozie,C. Ogbene,M,19,181.0,757,M,849309,EUR,862444800,M,7,7,False,43.0,38.0,3.0,1.0,12.0,16.0,26.0,30.0,7.0,9.0,5.0,3.0,,,90.0,71.0,6.8,16.0,0.260631,1,,,3.0,1.0,,7.0,,1.0,,,1.0,,,1.0,,,,,,2.0,2.0,1.0,1.0,0.0169,,,,,,,,,,,
11352606,home,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175.0,298,M,387116,EUR,742867200,M,17,17,False,31.0,29.0,2.0,2.0,16.0,17.0,14.0,15.0,6.0,2.0,2.0,2.0,,,60.0,43.0,7.4,2.0,0.035349,0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,
11352606,home,Luton Town,Ross Barkley,ross-barkley,R. Barkley,M,6,188.0,2411,M,98435,EUR,755049600,M,6,6,False,46.0,38.0,2.0,2.0,19.0,20.0,22.0,34.0,6.0,4.0,4.0,6.0,,,90.0,74.0,7.7,17.0,0.0944854,3,,,8.0,3.0,,9.0,,3.0,,,1.0,,,1.0,,,1.0,1.0,,2.0,4.0,,,0.115,3.0,1.0,2.0,1.0,0.0999,,,,,,
11352606,home,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183.0,521,M,945792,EUR,945734400,M,45,45,False,21.0,16.0,3.0,,8.0,8.0,8.0,17.0,1.0,1.0,1.0,3.0,,,45.0,32.0,6.5,12.0,0.00681073,0,,,4.0,,,1.0,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
11352606,home,Luton Town,Jordan Clark,jordan-clark,J. Clark,M,18,183.0,134,M,150477,EUR,748656000,F,18,18,False,34.0,29.0,3.0,2.0,6.0,7.0,23.0,29.0,4.0,2.0,,2.0,,,85.0,52.0,6.8,13.0,0.0377763,2,,,2.0,1.0,2.0,6.0,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,2.0,1.0,2.0,0.1414,,1.0,,,,,,,,,
11352606,home,Luton Town,Tahith Chong,tahith-chong,T. Chong,M,24,185.0,1632,M,825845,EUR,944265600,F,14,14,False,12.0,9.0,1.0,,2.0,3.0,8.0,11.0,5.0,4.0,,5.0,,,90.0,38.0,6.2,12.0,0.0305362,2,,,2.0,1.0,1.0,10.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,,3.0,1.0,2.0,2.0,0.0348,1.0,,,,,,,,,,
11352606,home,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185.0,1069,M,358222,EUR,819072000,F,9,9,False,29.0,17.0,,,8.0,10.0,9.0,20.0,7.0,2.0,,1.0,,,90.0,42.0,6.5,19.0,0.0295001,0,,,1.0,5.0,3.0,9.0,,,,,,,,1.0,,,,1.0,,4.0,2.0,,2.0,,,,,,,True,1.0,,,,
11352606,home,Luton Town,Cauley Woodrow,cauley-woodrow,C. Woodrow,F,12,184.0,112,M,140487,EUR,786326400,F,10,10,True,5.0,2.0,,,2.0,3.0,,2.0,,,,,,,45.0,8.0,6.4,4.0,4.918e-05,0,,,,4.0,,6.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11352606,home,Luton Town,Andros Townsend,andros-townsend,A. Townsend,F,30,181.0,590,M,47992,EUR,679622400,M,30,30,True,17.0,15.0,1.0,1.0,3.0,4.0,12.0,15.0,1.0,1.0,1.0,1.0,,,30.0,26.0,6.9,4.0,0.00577971,1,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,0.0402,,,1.0,,0.03,,,,,,
11352606,home,Luton Town,Luke Berry,luke-berry,L. Berry,M,8,177.0,75,M,97465,EUR,710899200,M,8,8,True,5.0,2.0,3.0,,1.0,2.0,1.0,3.0,,,,,,,14.0,6.0,7.2,3.0,0.00059316,1,,,,,,,,,,,,,,,,,,,,,,,,0.2301,,,1.0,,0.2116,,,1.0,,,
11352606,home,Luton Town,James Shea,james-shea,J. Shea,G,1,180.0,47,M,137789,EUR,677030400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Tim Krul,tim-krul,T. Krul,G,,193.0,418,M,18154,EUR,576028800,G,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Daiki Hashioka,daiki-hashioka,D. Hashioka,D,4,185.0,1033,M,897334,EUR,926899200,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Axel Piesold,axel-piesold,A. Piesold,M,6,,13,M,1468580,EUR,1112227200,D,44,44,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Axel Piesold,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Zack Nelson,zack-nelson,Z. Nelson,M,37,183.0,86,M,1394950,EUR,1095984000,M,43,43,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Zack Nelson,,,,,,,,,,,,,,,,,,,,
11352606,home,Luton Town,Dominic Martins,martins-dominic,D. Martins,M,,179.0,12,M,1820835,EUR,1129161600,M,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Dominic Martins,,,,,,,,,,,,,,,,,,,,
11352606,away,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188.0,2413,M,78152,EUR,699062400,G,26,26,False,28.0,19.0,23.0,14.0,5.0,5.0,14.0,23.0,1.0,,,10.0,1.0,3.0,90.0,35.0,7.4,9.0,0.00377929,0,-0.6585,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,
11352606,away,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183.0,3198,M,927356,EUR,987120000,D,7,7,False,36.0,26.0,9.0,5.0,11.0,13.0,15.0,28.0,7.0,5.0,3.0,6.0,,,90.0,72.0,6.8,22.0,0.0167271,0,,,5.0,1.0,2.0,5.0,,6.0,,,1.0,,,,,,1.0,2.0,,2.0,,,3.0,,,,,,,,2.0,,,,
11352606,away,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195.0,1884,M,139310,EUR,665539200,D,30,30,False,29.0,22.0,9.0,5.0,15.0,16.0,7.0,13.0,6.0,,,5.0,,,90.0,39.0,7.0,7.0,0.00372947,1,,,,,4.0,1.0,,3.0,,1.0,,2.0,1.0,,,,,1.0,,,,,,0.0363,,1.0,,,,,,,,,
11352606,away,Nottingham Forest,Murillo,murillo,Murillo,D,5,180.0,9781,M,1199282,EUR,1025740800,D,40,40,False,19.0,12.0,5.0,1.0,7.0,10.0,5.0,9.0,3.0,,,3.0,,,90.0,31.0,6.7,9.0,0.00078884,1,,,,1.0,1.0,6.0,,5.0,,,1.0,2.0,2.0,,Murillo,,1.0,4.0,murillosantiago40,,,,1.0,0.0185,,,1.0,,0.0989,,,,,,
11352606,away,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183.0,338,M,358218,EUR,808790400,D,15,15,False,18.0,15.0,2.0,,7.0,9.0,8.0,9.0,5.0,,,,,,90.0,31.0,7.0,4.0,0.00298505,0,,,,1.0,1.0,4.0,,1.0,,1.0,1.0,4.0,4.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11352606,away,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190.0,881,M,846252,EUR,880070400,M,22,22,False,32.0,23.0,4.0,2.0,11.0,12.0,12.0,20.0,10.0,,,2.0,,,90.0,45.0,7.4,9.0,0.0107683,1,,,,,3.0,1.0,,1.0,,1.0,1.0,5.0,3.0,1.0,,,,1.0,,2.0,,,,0.0234,,1.0,,,,True,,,,,
