match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,captain,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_totalOffside,stat_punches,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
12624882,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,31.0,16.0,26.0,11.0,0.0,8.0,13.0,8.0,18.0,1.0,1.0,12.0,3.0,5.0,90.0,47.0,8.1,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624882,home,Al-Fayha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,21,21,False,30.0,23.0,6.0,2.0,0.0,17.0,18.0,6.0,12.0,1.0,,4.0,,,90.0,43.0,7.0,7.0,0,,,1.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12624882,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,25.0,23.0,4.0,2.0,0.0,22.0,22.0,1.0,3.0,2.0,,3.0,,,90.0,30.0,6.8,2.0,0,,,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624882,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,16.0,13.0,4.0,1.0,0.0,12.0,12.0,1.0,4.0,,,2.0,,,55.0,21.0,6.7,3.0,0,,,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12624882,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,M,22,22,False,25.0,19.0,2.0,1.0,0.0,12.0,14.0,8.0,12.0,2.0,1.0,3.0,,,89.0,45.0,6.7,10.0,0,,,,,1.0,2.0,2.0,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12624882,home,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,15.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,11.0,6.0,,2.0,,,90.0,31.0,6.6,12.0,0,,,1.0,1.0,5.0,,,3.0,1.0,,,,,6.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,
12624882,home,Al-Fayha,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600,M,20,20,False,55.0,46.0,15.0,11.0,0.0,17.0,21.0,30.0,36.0,7.0,1.0,9.0,,,90.0,67.0,6.8,12.0,0,,,,1.0,5.0,1.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,,5.0,2.0,1.0,,,,,,,,,,
12624882,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,M,25,25,False,32.0,27.0,2.0,,0.0,16.0,17.0,11.0,16.0,7.0,3.0,8.0,,,90.0,63.0,6.5,14.0,0,,,1.0,,5.0,4.0,1.0,2.0,1.0,,,1.0,,3.0,1.0,2.0,,2.0,1.0,2.0,,,,,,,,,,
12624882,home,Al-Fayha,Abdulhadi Al-Harajin,abdulhadi-al-harajin,A. Al-Harajin,M,8,171.0,18,M,818887,EUR,785289600,F,15,15,False,27.0,26.0,1.0,1.0,0.0,9.0,9.0,17.0,19.0,6.0,3.0,6.0,,,78.0,42.0,7.0,6.0,0,,,1.0,,7.0,,,,,,,1.0,,1.0,5.0,2.0,,1.0,1.0,2.0,,,,,,,,,,
12624882,home,Al-Fayha,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,9,9,False,15.0,8.0,,,0.0,2.0,2.0,6.0,14.0,12.0,1.0,2.0,,,90.0,36.0,6.5,18.0,1,,,4.0,6.0,8.0,1.0,,,,,,1.0,,2.0,3.0,2.0,,,6.0,,1.0,1.0,,,,,,,,
