match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_punches
13078958,home,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1428,M,934385,EUR,1014681600,G,26,26,False,22.0,13.0,16.0,7.0,0.0,7.0,7.0,6.0,15.0,3.0,1.0,1.0,90.0,23.0,6.9,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078958,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1522,M,976575,EUR,988934400,D,13,13,False,31.0,22.0,5.0,1.0,0.0,11.0,13.0,12.0,23.0,5.0,,,90.0,48.0,7.2,14.0,0,,,5.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
13078958,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3118,M,136924,EUR,720748800,D,4,4,False,31.0,25.0,4.0,2.0,0.0,16.0,17.0,9.0,14.0,2.0,,,90.0,48.0,7.5,8.0,1,,,,,1.0,2.0,4.0,1.0,1.0,,7.0,3.0,3.0,2.0,,,,True,1.0,,,,,,,,,,,
13078958,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2491,M,856739,EUR,963878400,D,3,3,False,28.0,26.0,3.0,2.0,0.0,8.0,9.0,18.0,19.0,3.0,,,90.0,45.0,7.5,6.0,0,,,,,,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
13078958,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1141,M,319857,EUR,856656000,M,39,39,False,33.0,25.0,5.0,3.0,0.0,10.0,11.0,16.0,23.0,3.0,,,90.0,62.0,6.9,14.0,3,,,1.0,1.0,2.0,4.0,4.0,1.0,2.0,,4.0,1.0,2.0,1.0,,,1.0,,1.0,,,1.0,2.0,,,,,,,
13078958,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2741,M,825956,EUR,933465600,M,14,14,False,31.0,25.0,3.0,2.0,0.0,11.0,12.0,14.0,19.0,4.0,,,90.0,55.0,7.3,11.0,2,,,,,3.0,9.0,11.0,4.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,,,,2.0,1.0,,1.0,2.0,1.0,,,,
13078958,home,RB Leipzig,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4721,M,1149127,EUR,1107734400,M,18,18,False,45.0,40.0,,,0.0,17.0,18.0,23.0,27.0,9.0,,,90.0,56.0,6.9,11.0,0,Arthur Vermeeren,,,,,2.0,2.0,1.0,,,,2.0,2.0,2.0,,,1.0,,,,5.0,,,1.0,,,arthurvermeeren,,,
13078958,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6611,M,822708,EUR,886204800,M,8,8,False,30.0,20.0,1.0,,0.0,6.0,7.0,14.0,24.0,4.0,,,71.0,38.0,6.8,12.0,0,,,1.0,,1.0,2.0,3.0,1.0,,,3.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,amadou_haidara04,,,
13078958,home,RB Leipzig,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11513,M,1121923,EUR,1113696000,M,7,7,False,29.0,25.0,,,3.0,1.0,3.0,24.0,27.0,1.0,,,84.0,43.0,8.6,9.0,1,,,1.0,,,3.0,4.0,,4.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,,,2.0,1.0,1.0,,,,nusaantonio,2.0,,
13078958,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79765,M,986397,EUR,1054339200,F,30,30,False,25.0,18.0,1.0,1.0,0.0,6.0,8.0,12.0,18.0,4.0,,,76.0,41.0,7.6,12.0,2,,,1.0,,1.0,8.0,5.0,,5.0,3.0,1.0,,1.0,,,,1.0,,1.0,,,4.0,,2.0,1.0,1.0,benjamin_sesko,,1.0,
13078958,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15647,M,835480,EUR,950659200,F,11,11,False,18.0,10.0,1.0,,0.0,1.0,2.0,10.0,17.0,3.0,,,90.0,37.0,8.4,14.0,5,,,1.0,1.0,,6.0,2.0,1.0,3.0,,2.0,2.0,,,2.0,,1.0,,2.0,,2.0,1.0,,1.0,3.0,,l_openda,,2.0,
13078958,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1068,M,791079,EUR,875404800,M,24,24,True,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,2.0,,,19.0,11.0,6.8,,0,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
13078958,home,RB Leipzig,André Silva,andre-silva,A. Silva,F,9,185,5806,M,190159,EUR,815616000,F,19,19,True,7.0,5.0,,,0.0,1.0,2.0,4.0,5.0,,,,14.0,10.0,6.7,3.0,1,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,andresilva9,,,
13078958,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,716,M,319853,EUR,833760000,D,16,16,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,6.0,2.0,,,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
