match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_clearanceOffLine,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,player_sofascoreId,stat_dispossessed,stat_errorLeadToAShot,stat_totalOffside
14083160,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,31.0,18.0,21.0,8.0,0.0,11.0,14.0,7.0,17.0,1.0,2.0,8.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,90.0,42.0,7.3,14.0,0.00331318,47.676101622474,7.0,-18.27,3.885,0.4629,0,0.5334,0.15,-0.15,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083160,home,Osasuna,Iñigo Arguibide,inigo-arguibide,I. Arguibide,D,41,178,53,M,1495856,EUR,1113868800,D,41,41,False,,19.0,13.0,7.0,2.0,0.0,6.0,9.0,7.0,10.0,1.0,1.0,5.0,2.0,,,,,,,69.0,40.0,6.8,12.0,0.00465102,61.056912273619,9.0,27.72,12.39,,0,,0.1,-0.15,0.15,,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083160,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,35.0,26.0,10.0,4.0,0.0,17.0,19.0,9.0,16.0,4.0,10.0,2.0,,,,,,,,90.0,49.0,7.2,9.0,0.00616203,48.344914030304,6.0,35.28,11.865,,1,,0.15,0.03,0.47,,,1.0,3.0,,1.0,1.0,,,3.0,1.0,2.0,0.0688,0.0,,,,,,,,,,,,,,,,
14083160,home,Osasuna,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181,2526,M,1067582,EUR,1002412800,D,22,22,False,,39.0,33.0,6.0,5.0,0.0,22.0,23.0,11.0,16.0,4.0,5.0,7.0,1.0,,,,,,,90.0,53.0,8.3,7.0,0.00806058,43.350975676125,8.0,-4.515,4.725,,1,,0.21,-0.01,0.6,,,,1.0,2.0,3.0,2.0,,,1.0,1.0,1.0,0.0653,0.01,1.0,1.0,,,,,,,,,,,,,,
14083160,home,Osasuna,Abel Bretones,abel-bretones,A. Bretones,D,23,188,428,M,1010165,EUR,966816000,D,23,23,False,,33.0,26.0,4.0,2.0,0.0,11.0,13.0,15.0,20.0,3.0,,5.0,2.0,,,,,,,90.0,53.0,6.8,14.0,0.0113785,72.25703834956,9.0,36.435,20.685,,0,,-0.02,0.05,0.17,,1.0,,1.0,,1.0,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,
14083160,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,19.0,12.0,2.0,1.0,0.0,5.0,6.0,7.0,13.0,2.0,2.0,,,,,,,,,51.0,24.0,6.5,7.0,0.00550306,6.9252395544297,2.0,-5.355,-2.1,,0,,-0.2,-0.04,0.37,,,1.0,4.0,1.0,1.0,1.0,,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,,
14083160,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,False,,16.0,9.0,2.0,1.0,1.0,3.0,5.0,6.0,11.0,8.0,3.0,2.0,3.0,,,,,,,69.0,37.0,8.4,13.0,0.238774,46.651975684499,7.0,-8.295,6.195,,1,,0.27,0.05,-0.06,,5.0,4.0,8.0,1.0,5.0,2.0,,,3.0,,1.0,0.0346,0.55,,,,,3.0,2.0,1.0,1.0,1.0,0.0834,1.0,,,,,
14083160,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,52.0,42.0,5.0,3.0,1.0,17.0,21.0,25.0,31.0,4.0,1.0,6.0,1.0,,,,,,,90.0,67.0,6.9,15.0,0.0729478,125.20502149032,17.0,48.93,22.575,,2,,0.25,0.22,-0.04,,3.0,1.0,6.0,1.0,1.0,1.0,,,3.0,2.0,2.0,0.2349,-0.57,,,1.0,,2.0,,,,,,3.0,,,,,
14083160,home,Osasuna,Victor Muñoz,victor-munoz,V. Muñoz,F,21,173,8442,M,1145642,EUR,1058054400,M,21,21,False,,29.0,22.0,2.0,2.0,0.0,4.0,5.0,18.0,24.0,5.0,,5.0,2.0,1.0,,,,,,74.0,47.0,8.0,11.0,0.149538,192.60820474895,13.0,129.99,36.645,,6,,0.16,0.52,-0.05,,2.0,3.0,7.0,,,,,,1.0,,1.0,0.3767,0.5,,,4.0,3.0,2.0,1.0,,4.0,1.0,1.0555,1.0,2.0,,,,
14083160,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,,19.0,12.0,,,0.0,2.0,2.0,10.0,17.0,9.0,,5.0,4.0,1.0,,,,,,90.0,31.0,7.7,12.0,0.269715,31.747570938788,6.0,9.135,10.29,,1,,0.36,0.3,0.13,,,1.0,4.0,,1.0,1.0,,,6.0,,2.0,0.1509,-0.55,,,1.0,1.0,,,,1.0,,0.3143,2.0,,budimir_ante,1.0,,
14083160,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,F,10,10,False,,33.0,22.0,2.0,1.0,0.0,4.0,7.0,18.0,26.0,7.0,1.0,8.0,4.0,1.0,,,,,,74.0,58.0,7.7,19.0,0.345027,175.85409901491,18.0,81.48,22.365,,2,,0.44,0.42,0.16,,1.0,2.0,6.0,1.0,1.0,,,,2.0,2.0,,0.1237,0.03,,1.0,4.0,3.0,1.0,,,,,,2.0,,,2.0,,
14083160,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,8,8,True,,18.0,14.0,2.0,1.0,0.0,5.0,6.0,9.0,12.0,4.0,,1.0,,2.0,,,,,,39.0,23.0,6.6,5.0,0.00998233,33.500091707075,4.0,28.455,13.65,,0,,0.08,-0.01,-0.01,,,2.0,4.0,,,,,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,
14083160,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,True,,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,1.0,,,,,,,,21.0,6.0,6.7,1.0,0.00041053,,,,,,0,,0.02,,0.14,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14083160,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,F,16,16,True,,9.0,7.0,,,0.0,,,7.0,9.0,,1.0,3.0,,,,,,,,21.0,11.0,6.5,2.0,0.00240343,36.893370188307,3.0,28.35,21.315,,0,,-0.1,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083160,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,5,5,True,,7.0,3.0,3.0,,0.0,2.0,3.0,1.0,4.0,3.0,2.0,,,1.0,,,,,,16.0,14.0,6.7,4.0,0.00015828,19.014751227447,2.0,1.26,4.095,,0,,0.01,0.0,0.19,,,1.0,2.0,1.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
