match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,player_lastName,player_jerseyNumber,captain,stat_aerialWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_goalAssist
10406937,home,RFC Seraing,Timothy Martin,Timothy Martin,timothy-martin,T. Martin,G,190,29,M,1123609,EUR,985651200,G,16,16,False,17.0,11.0,6.0,11.0,11.0,6.0,1.0,5.0,3.0,4.0,1.0,1.0,90.0,26.0,7.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406937,home,RFC Seraing,Daniel Opare,,daniel-opare,D. Opare,D,172,62,,121251,EUR,656208000,D,40,40,False,51.0,43.0,10.0,23.0,26.0,27.0,4.0,4.0,,,,,90.0,76.0,6.7,18.0,0,6.0,20.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10406937,home,RFC Seraing,Marvin Tshibuabua,,marvin-tshibuabua,M. Tshibuabua,D,190,40,M,966923,EUR,1010448000,D,4,4,False,38.0,33.0,6.0,28.0,31.0,7.0,2.0,8.0,,,,,90.0,46.0,6.7,6.0,0,3.0,5.0,,4.0,,1.0,3.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10406937,home,RFC Seraing,Moustapha Mbow,,moustapha-mbow,M. Mbow,D,187,1696,M,982319,EUR,952473600,D,99,99,False,51.0,41.0,8.0,28.0,32.0,19.0,7.0,4.0,,,,,90.0,72.0,7.0,11.0,0,4.0,13.0,,4.0,6.0,1.0,4.0,,1.0,1.0,1.0,,,5,True,3.0,1.0,2.0,2.0,,,,,,,,,,,,,
10406937,home,RFC Seraing,Junior Marsoni Sambu Mansoni​,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,185,79,M,874855,EUR,833760000,M,21,21,False,24.0,18.0,,3.0,4.0,22.0,2.0,3.0,,,,,77.0,57.0,6.9,17.0,1,,16.0,2.0,3.0,4.0,1.0,1.0,6.0,1.0,,,,,70,,,,,,1.0,5.0,3.0,1.0,1.0,,,,,,,,
10406937,home,RFC Seraing,Mathieu Cachbach,Mathieu Cachbach,mathieu-cachbach,M. Cachbach,M,180,36,M,1127196,EUR,990576000,M,6,6,False,42.0,32.0,5.0,9.0,11.0,34.0,,6.0,,,,,90.0,59.0,7.0,16.0,1,4.0,23.0,3.0,5.0,6.0,,,2.0,4.0,2.0,1.0,2.0,,17,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,
10406937,home,RFC Seraing,Sami Lahssaini,,sami-lahssaini,S. Lahssaini,M,177,233,M,957895,EUR,906076800,M,15,15,False,61.0,50.0,10.0,26.0,31.0,31.0,2.0,12.0,,,,,90.0,80.0,7.4,14.0,2,8.0,24.0,1.0,3.0,7.0,,4.0,2.0,2.0,,,,,15,,,3.0,5.0,5.0,,,,,,1.0,,1.0,,,,,
10406937,home,RFC Seraing,Steve Mvoué,,mvoue-steve,S. Mvoué,M,185,158,M,985969,EUR,1012608000,M,5,5,False,30.0,24.0,4.0,6.0,7.0,24.0,1.0,6.0,,,,,82.0,45.0,7.3,8.0,0,2.0,18.0,1.0,5.0,5.0,1.0,4.0,,1.0,1.0,2.0,1.0,,10,,1.0,1.0,3.0,3.0,,,,,2.0,,,,,,,,
10406937,home,RFC Seraing,Morgan Poaty,,morgan-poaty,M. Poaty,D,175,121,M,850895,EUR,868924800,M,18,18,False,33.0,19.0,5.0,7.0,13.0,29.0,1.0,2.0,,,,,87.0,65.0,6.3,28.0,0,,13.0,9.0,2.0,1.0,,,,,1.0,,1.0,,18,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,
10406937,home,RFC Seraing,Antoine Bernier,,antoine-bernier,A. Bernier,M,170,106,M,834261,EUR,873849600,F,12,12,False,11.0,8.0,1.0,1.0,2.0,10.0,,5.0,,,,,87.0,24.0,6.4,12.0,3,1.0,7.0,1.0,5.0,1.0,2.0,,3.0,1.0,,,,,17,,,,,,,3.0,,,,,1.0,3.0,,,,,
10406937,home,RFC Seraing,Vagner Dias,,vagner-dias,V. Dias,F,168,117,M,913191,EUR,821232000,F,7,7,False,19.0,17.0,1.0,3.0,4.0,19.0,,,,,,,90.0,48.0,6.8,19.0,1,,14.0,4.0,7.0,7.0,4.0,,7.0,4.0,2.0,1.0,1.0,,,,,,1.0,1.0,,2.0,2.0,,,1.0,,,,,,,
