match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_bigChanceCreated,player_sofascoreId,stat_penaltyConceded,stat_bigChanceMissed
14035936,home,KV Mechelen,Nacho Miras,nacho-miras,N. Miras,G,13,187,111,M,1010556,EUR,869270400,G,13,13,False,33.0,23.0,13.0,4.0,0.0,20.0,23.0,3.0,10.0,3.0,1.0,3.0,3.0,90.0,38.0,7.2,10.0,0.00035874,0.7843,0,0.1001,0.0,0.01,-0.11,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Tommy St. Jago,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,57.0,46.0,8.0,3.0,0.0,27.0,32.0,19.0,25.0,1.0,,,,90.0,70.0,6.6,12.0,0.00786492,,0,,0.05,0.19,-0.12,,,,5.0,3.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Redouane Halhal,redouane-halhal,R. Halhal,D,2,187,649,M,1143667,EUR,1046822400,D,2,2,False,51.0,50.0,,,0.0,45.0,46.0,5.0,5.0,1.0,,,,90.0,60.0,7.1,1.0,0.00138073,,0,,0.1,0.06,0.47,,Redouane Halal,,1.0,2.0,2.0,4.0,,4.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Ian Struyf,ian-struyf,I. Struyf,D,18,191,75,M,2192147,EUR,1187740800,D,18,18,False,35.0,29.0,7.0,3.0,0.0,20.0,21.0,9.0,14.0,2.0,,,,75.0,49.0,7.6,6.0,0.00493172,,0,,0.15,0.01,0.71,,,,1.0,1.0,2.0,3.0,1.0,5.0,2.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Thérence Koudou,koudou-therence,T. Koudou,D,7,178,221,M,1392080,EUR,1102896000,M,7,7,False,36.0,26.0,3.0,,0.0,13.0,15.0,13.0,21.0,5.0,,,,90.0,59.0,6.1,23.0,0.0958255,,0,,0.19,0.19,-0.02,,,,,,6.0,1.0,1.0,2.0,,,,,1.0,,2.0,2.0,1.0,2.0,7.0,1.0,2.0,3.0,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Mathis Servais,mathis-servais,M. Servais,M,17,182,258,M,1093876,EUR,1101168000,M,17,17,False,38.0,33.0,5.0,4.0,0.0,20.0,20.0,13.0,18.0,2.0,,,,90.0,52.0,6.9,11.0,0.0377574,,0,,-0.1,0.03,0.16,,Mathis,Servais,,2.0,,3.0,,1.0,1.0,,1.0,,,,,,,1.0,5.0,1.0,,2.0,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Fredrik Hammar,fredrik-hammar,F. Hammar,M,6,181,204,M,946959,EUR,983145600,M,6,6,False,34.0,28.0,3.0,1.0,0.0,15.0,18.0,13.0,16.0,4.0,,,,90.0,53.0,6.8,11.0,0.0105109,,2,,0.1,0.07,0.0,,,,1.0,1.0,6.0,5.0,1.0,3.0,1.0,3.0,,,,3.0,,2.0,1.0,1.0,,,3.0,1.0,True,2.0,1.0,0.153,-0.2,,,,,,,,,
14035936,home,KV Mechelen,José Marsà,jose-marsa,J. Martinez,D,3,181,217,M,962625,EUR,1015200000,M,3,3,False,30.0,21.0,3.0,3.0,0.0,14.0,21.0,7.0,9.0,6.0,,,,88.0,60.0,6.4,19.0,0.00944565,,0,,0.05,0.14,-0.11,,,,2.0,,9.0,2.0,2.0,,,2.0,,,,1.0,1.0,3.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,F,9,9,False,31.0,26.0,2.0,2.0,0.0,11.0,11.0,15.0,20.0,7.0,,,,90.0,58.0,7.2,17.0,0.0957149,,2,,0.17,0.14,0.28,,,,,1.0,9.0,5.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,8.0,1.0,3.0,1.0,1.0,,2.0,,,,0.8226,0.31,1.0,1.0,1.0,0.9861,,,,,
14035936,home,KV Mechelen,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,F,14,14,False,13.0,9.0,,,0.0,3.0,4.0,6.0,9.0,,,,,83.0,22.0,6.4,8.0,0.0580732,,0,,0.08,-0.21,0.0,,,,1.0,,5.0,2.0,,,,2.0,,1.0,1.0,2.0,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
14035936,home,KV Mechelen,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,False,15.0,14.0,,,0.0,2.0,2.0,12.0,13.0,3.0,,,,90.0,38.0,6.7,11.0,0.0240251,,2,,0.05,0.05,-0.02,,,,2.0,4.0,10.0,8.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,1.0,,4.0,3.0,,,,0.147,-0.32,,2.0,,,,,,,
