match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_accurateCross,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed
10408491,home,Celta Vigo,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1571,M,47339,EUR,574473600,G,1,1,False,32.0,22.0,17.0,7.0,17.0,18.0,5.0,14.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,90.0,42.0,7.0,10.0,0.0,0.0,0.00085005,0,-0.3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408491,home,Celta Vigo,Hugo Mallo,hugo-mallo,H. Mallo,D,,174,280,M,83506,EUR,677548800,D,2,2,False,42.0,35.0,2.0,,13.0,15.0,22.0,30.0,1.0,4.0,,1.0,,,,,65.0,59.0,6.4,13.0,0.0,0.0,0.0461862,0,,True,3.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10408491,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,48.0,41.0,4.0,1.0,32.0,36.0,9.0,12.0,1.0,6.0,1.0,13.0,,,,,90.0,59.0,6.8,9.0,0.0,0.0,0.00428375,0,,,,,2.0,1.0,5.0,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,
10408491,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,52.0,47.0,11.0,8.0,36.0,38.0,11.0,14.0,,3.0,2.0,6.0,1.0,,,,90.0,64.0,6.8,5.0,0.0097,0.0,0.00883646,1,,,,1.0,2.0,1.0,1.0,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10408491,home,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,17,17,False,41.0,38.0,3.0,2.0,18.0,20.0,21.0,25.0,1.0,6.0,2.0,7.0,2.0,,,,90.0,72.0,6.1,13.0,0.0,0.0,0.01692,0,,,4.0,,9.0,3.0,3.0,1.0,1.0,2.0,,,1.0,4.0,,,1.0,,,,,,,,,,,,,
10408491,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,69.0,63.0,8.0,7.0,33.0,36.0,30.0,34.0,1.0,6.0,,6.0,1.0,,,,90.0,83.0,6.9,11.0,0.0,0.0,0.0224974,0,,,1.0,2.0,4.0,1.0,4.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
10408491,home,Celta Vigo,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,M,5,5,False,50.0,45.0,4.0,3.0,8.0,9.0,37.0,43.0,,4.0,,8.0,2.0,,,,90.0,65.0,6.6,11.0,0.0318,0.0,0.0342366,2,,,2.0,1.0,7.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,
10408491,home,Celta Vigo,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,1010505,EUR,1022457600,M,28,28,False,20.0,16.0,,,6.0,7.0,10.0,14.0,1.0,6.0,1.0,2.0,1.0,,,,65.0,35.0,7.1,9.0,0.0275,0.0935,0.0254359,1,,,1.0,,,,1.0,,3.0,,1.0,,,3.0,3.0,,,,,1.0,,,,,,,,,,
10408491,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,False,13.0,10.0,2.0,1.0,4.0,4.0,7.0,14.0,,5.0,1.0,2.0,1.0,,,,79.0,36.0,6.6,10.0,0.0908,0.0,0.019029,2,,,5.0,,5.0,2.0,3.0,3.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
10408491,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,37.0,28.0,3.0,2.0,7.0,9.0,21.0,30.0,,2.0,1.0,5.0,2.0,,,,90.0,50.0,7.6,13.0,0.2805,0.4799,0.114942,2,,,2.0,4.0,5.0,,,,1.0,,3.0,1.0,,,,1.0,,,,1.0,,i.aspas10,1.0,,,,,,,
