match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_wasFouled,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated
11399408,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,38.0,24.0,25.0,11.0,15.0,20.0,9.0,18.0,8.0,1.0,2.0,1.0,1.0,90.0,42.0,6.5,14.0,0.00497797,0,-0.4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399408,home,PEC Zwolle,Bram van Polen,,,bram-van-polen,B. v. Polen,D,,179,52,M,17032,EUR,497836800,D,2,2,False,30.0,20.0,6.0,,13.0,17.0,8.0,15.0,6.0,,,,,90.0,45.0,6.5,12.0,0.0321542,1,,True,2.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0264,0.0916,1.0,,,,,,,,,,,,,,
11399408,home,PEC Zwolle,Sam Kersten,,,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,50.0,42.0,4.0,2.0,30.0,32.0,12.0,18.0,5.0,,,,,90.0,61.0,6.8,9.0,0.0138564,0,,,,,1.0,1.0,3.0,2.0,,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,3.0,,,,,,,,,,,,
11399408,home,PEC Zwolle,Thomas Lam,,,thomas-lam,T. Lam,D,3,188,86,M,110934,EUR,756172800,D,13,13,False,53.0,42.0,9.0,6.0,33.0,37.0,9.0,16.0,9.0,,,,,90.0,73.0,7.4,12.0,0.0271987,1,,,,,3.0,2.0,6.0,5.0,,1.0,10.0,1.0,2.0,1.0,1.0,3.0,0.0829,0.1492,,,2.0,1.0,1.0,1.0,,,,,,,,,
11399408,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,15,15,False,34.0,29.0,1.0,1.0,12.0,15.0,19.0,22.0,3.0,,,,,80.0,55.0,7.1,9.0,0.129935,0,,,3.0,2.0,1.0,1.0,5.0,5.0,4.0,,2.0,1.0,3.0,3.0,,,,,1.0,,3.0,,,,1.0,,,,,,,,
11399408,home,PEC Zwolle,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,False,40.0,33.0,2.0,1.0,22.0,25.0,11.0,16.0,4.0,,,,,90.0,58.0,6.3,10.0,0.0188184,2,,,1.0,,7.0,2.0,11.0,4.0,1.0,1.0,4.0,,1.0,1.0,1.0,2.0,0.136,0.1405,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,
11399408,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174,138,M,333571,EUR,787881600,M,30,30,False,27.0,20.0,2.0,,8.0,11.0,12.0,16.0,3.0,,,,,60.0,45.0,6.6,11.0,0.0223152,2,,,,,1.0,2.0,5.0,5.0,1.0,,5.0,,2.0,2.0,1.0,2.0,0.0505,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,
11399408,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,11,11,False,47.0,39.0,4.0,3.0,15.0,18.0,25.0,33.0,6.0,,,,,90.0,67.0,7.5,14.0,0.161505,2,,,4.0,1.0,,,3.0,,1.0,1.0,2.0,,,,1.0,,0.1391,0.1958,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,,,
11399408,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,F,7,7,False,47.0,37.0,4.0,2.0,15.0,15.0,26.0,39.0,10.0,,,,,90.0,72.0,7.7,20.0,0.756928,2,,,7.0,4.0,,1.0,5.0,4.0,,1.0,,,,,2.0,1.0,0.1009,0.0158,6.0,4.0,,1.0,1.0,,2.0,,,,1.0,,,,
11399408,home,PEC Zwolle,Lennart Thy,,,lennart-thy,L. Thy,F,9,184,263,M,109126,EUR,698976000,F,9,9,False,16.0,10.0,1.0,,6.0,7.0,4.0,9.0,1.0,,,,,74.0,29.0,6.6,10.0,0.00767636,3,,,,,4.0,2.0,7.0,3.0,1.0,,1.0,,1.0,,1.0,,0.3592,,1.0,,,2.0,,,,,1.0,,2.0,,,,
