match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_errorLeadToAShot,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12763957,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,60790,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,44.0,35.0,15.0,6.0,0.0,30.0,31.0,5.0,13.0,1.0,1.0,6.0,1.0,3.0,4.0,90.0,52.0,7.9,9.0,0.00429522,0,0.3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763957,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3199,M,,827679,EUR,877564800,D,4,4,False,37.0,36.0,,,0.0,21.0,21.0,15.0,16.0,2.0,4.0,3.0,,,,90.0,45.0,7.5,1.0,0.0492603,0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12763957,home,Aston Villa,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,,604232,EUR,732153600,D,3,3,False,59.0,56.0,9.0,7.0,0.0,34.0,34.0,23.0,26.0,,1.0,6.0,,,,90.0,70.0,7.3,5.0,0.0889101,0,,,,2.0,6.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12763957,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4086,M,pauttorres,864169,EUR,853372800,D,14,14,False,58.0,55.0,3.0,2.0,0.0,40.0,43.0,15.0,15.0,,,2.0,,,,90.0,61.0,6.7,4.0,0.00543096,0,,,,4.0,,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12763957,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,42.0,35.0,2.0,1.0,0.0,18.0,19.0,18.0,24.0,3.0,9.0,6.0,,,,90.0,72.0,7.2,16.0,0.208968,0,,,,9.0,2.0,,1.0,,,1.0,1.0,,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,
12763957,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7169,M,its_onana,923973,EUR,997920000,M,24,24,False,23.0,22.0,,,0.0,14.0,14.0,8.0,9.0,2.0,5.0,2.0,,,,45.0,28.0,6.7,1.0,0.011882,1,,,,2.0,1.0,,,1.0,,,,1.0,,2.0,,,1.0,1.0,,,1.0,0.0231,,,,,,,,,,,,,
12763957,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9757,M,youritielemans,331737,EUR,862963200,M,8,8,False,47.0,39.0,2.0,,0.0,13.0,14.0,27.0,38.0,2.0,6.0,7.0,,,,78.0,60.0,7.1,13.0,0.103107,1,,,,2.0,,,1.0,,1.0,5.0,1.0,,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.0478,,,,,,,,,,,,,
12763957,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7654,M,leonbailey,808590,EUR,871084800,M,31,31,False,17.0,10.0,,,0.0,3.0,4.0,8.0,14.0,,1.0,2.0,,,,65.0,30.0,6.2,14.0,0.0704827,1,,,,7.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,3.0,,1.0,,,3.0,,0.0767,1.0,1.0,,,,,,,,,,,
12763957,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13680,M,mrogers,948261,EUR,1027641600,M,27,27,False,34.0,28.0,1.0,1.0,1.0,8.0,10.0,21.0,26.0,,9.0,4.0,,,,90.0,59.0,8.0,15.0,0.334283,4,,,,8.0,,,1.0,1.0,4.0,2.0,1.0,1.0,,1.0,2.0,,11.0,7.0,1.0,2.0,1.0,0.2027,2.0,,1.0,1.0,0.1406,,,,,,,,
12763957,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3885,M,,250223,EUR,782438400,M,7,7,False,23.0,17.0,3.0,2.0,0.0,5.0,5.0,12.0,19.0,1.0,2.0,,,,,66.0,36.0,7.7,12.0,0.0529395,2,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,3.0,,0.0766,,,,2.0,0.4396,True,1.0,,,,,,
