match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wasFouled,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_totalOffside
12625002,home,Al-Hilal,Mohammed Al-Rubaie,,,mohammed-al-rubaie,M. Al-Rubaie,G,17,190,648,M,920497,EUR,871516800,G,17,17,False,25.0,15.0,18.0,9.0,0.0,10.0,14.0,5.0,11.0,6.0,1.0,2.0,2.0,90.0,32.0,7.2,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625002,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182,90162,M,138892,EUR,769996800,D,20,20,False,62.0,54.0,3.0,2.0,1.0,29.0,32.0,25.0,35.0,4.0,,,,90.0,89.0,8.1,17.0,1,JCancelo,5.0,1.0,1.0,8.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,
12625002,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187,26133,M,126071,EUR,677376000,D,3,3,False,37.0,36.0,3.0,2.0,0.0,27.0,28.0,9.0,10.0,7.0,,,,90.0,45.0,7.0,3.0,0,kkoulibaly26,1.0,3.0,2.0,4.0,3.0,,,,,,,3.0,1.0,,,1.0,1.0,,1.0,,,,,,,,
12625002,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182,1057,M,1138857,EUR,627609600,D,5,5,False,43.0,41.0,3.0,3.0,0.0,32.0,33.0,9.0,10.0,5.0,,,,90.0,48.0,7.0,2.0,0,,,1.0,2.0,5.0,3.0,1.0,,1.0,1.0,,,2.0,,,,,3.0,,,1.0,,,,,,,
12625002,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173,4256,M,851150,EUR,891993600,D,6,6,False,53.0,44.0,4.0,4.0,0.0,25.0,29.0,19.0,27.0,9.0,,,,89.0,70.0,7.2,14.0,1,renan_lodi,3.0,1.0,2.0,3.0,6.0,,,,,,,,1.0,1.0,1.0,2.0,2.0,,3.0,,1.0,,,,,,
12625002,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191,1575,M,828524,EUR,780192000,M,28,28,False,63.0,59.0,6.0,4.0,0.0,33.0,35.0,26.0,28.0,8.0,,,,90.0,77.0,7.1,7.0,0,,,1.0,1.0,5.0,6.0,1.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,
12625002,home,Al-Hilal,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13384,M,331447,EUR,793843200,M,22,22,False,63.0,54.0,4.0,4.0,0.0,23.0,27.0,31.0,38.0,7.0,,,,89.0,84.0,7.1,19.0,2,sms,2.0,1.0,,9.0,2.0,2.0,,2.0,,,1.0,1.0,2.0,,,6.0,4.0,1.0,2.0,,1.0,1.0,1.0,,,,
12625002,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171,13905,M,551772,EUR,856915200,M,77,77,False,46.0,42.0,2.0,1.0,0.0,14.0,17.0,29.0,35.0,2.0,,,,90.0,67.0,8.5,12.0,2,malcomoliveira_97,6.0,1.0,3.0,3.0,12.0,,1.0,7.0,6.0,,1.0,,1.0,1.0,1.0,,,2.0,2.0,,1.0,,,1.0,,,
12625002,home,Al-Hilal,Marcos Leonardo,,,marcos-leonardo,M. Leonardo,F,9,177,22653,M,1047227,EUR,1051833600,M,11,11,False,16.0,10.0,1.0,,0.0,4.0,5.0,6.0,11.0,2.0,,,,63.0,21.0,6.3,8.0,1,marcosleonardo09,,,1.0,4.0,3.0,2.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,1.0,,
12625002,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171,11126,M,160893,EUR,682560000,M,29,29,False,33.0,30.0,,,0.0,3.0,4.0,27.0,32.0,1.0,,,,87.0,47.0,6.6,12.0,0,29salem,3.0,,1.0,7.0,5.0,,2.0,4.0,1.0,,,1.0,,3.0,3.0,1.0,3.0,,,,,,,,,True,
