match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_challengeLost,stat_unsuccessfulTouch,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
10408479,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,48.0,43.0,7.0,2.0,43.0,46.0,2.0,10.0,2.0,90.0,56.0,7.3,6.0,0.0,0.0,0.00018076,0,0.4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408479,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,82.0,74.0,4.0,4.0,35.0,38.0,47.0,5.0,,90.0,95.0,7.7,10.0,0.0,0.0,0.0590268,0,,,,1.0,40.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
10408479,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,119.0,107.0,7.0,4.0,65.0,69.0,51.0,4.0,,90.0,134.0,7.6,16.0,0.0,0.0,0.0309744,0,,,,,42.0,1.0,,2.0,8.0,2.0,1.0,1.0,1.0,,4.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,
10408479,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,105.0,99.0,5.0,4.0,67.0,70.0,35.0,2.0,,90.0,113.0,7.4,6.0,0.0,0.0,0.0133811,0,,,,,32.0,,,1.0,7.0,,,3.0,,,3.0,2.0,1.0,,1.0,1.0,True,1.0,,,,,,,,,,,,
10408479,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,30.0,28.0,1.0,,14.0,14.0,16.0,3.0,,45.0,38.0,6.9,3.0,0.0,0.0,0.00736689,0,,,,,14.0,,,,3.0,1.0,1.0,,,,,,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,
10408479,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,50.0,45.0,6.0,3.0,21.0,21.0,30.0,5.0,,61.0,58.0,7.1,7.0,0.0494,0.0,0.0167488,2,,,,,24.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
10408479,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,False,96.0,92.0,1.0,1.0,42.0,43.0,53.0,3.0,,90.0,117.0,7.9,5.0,0.0708,0.0,0.101163,2,,,,,50.0,,,3.0,14.0,3.0,3.0,4.0,,2.0,3.0,1.0,,2.0,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
10408479,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,61.0,51.0,4.0,2.0,20.0,22.0,39.0,8.0,,84.0,81.0,6.6,17.0,0.0171,0.0,0.0317772,1,,,,,31.0,,,6.0,5.0,4.0,,4.0,1.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,3.0,,,1.0,,,,,,,,
10408479,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,F,15,15,False,38.0,32.0,1.0,,8.0,10.0,28.0,5.0,,61.0,43.0,6.6,6.0,0.0569,0.0,0.0328804,1,,,,,24.0,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,
10408479,home,Real Madrid,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31005,M,marcoasensio10,361004,EUR,822182400,F,11,11,False,44.0,39.0,,,6.0,6.0,39.0,2.0,,90.0,58.0,7.4,9.0,0.4651,0.9963,0.118651,7,,,,,33.0,1.0,,1.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,3.0,,1.0,3.0,1.0,,,,
10408479,home,Real Madrid,Eden Hazard,eden-hazard,E. Hazard,F,,173,36243,,HazardEden10,27583,EUR,663206400,F,7,7,False,19.0,18.0,,,3.0,3.0,16.0,2.0,,61.0,29.0,6.7,4.0,0.0,0.0,0.0557197,0,,,,,15.0,,,3.0,5.0,,,4.0,1.0,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,
